CDL-A	4	14	0.00
CDL-A	3	14	0.00
CDL-A	2	14	0.00
CDL-A	9	14	0.25
CDL-A	1	14	0.00
CDL-A	8	14	0.00
CDL-A	11	14	100.00
CDL-A	10	14	100.00
CDL-A	12	14	100.00
CDL-A	7	14	0.00
CDL-A	6	15	0.00
CDL-A	5	15	0.00
CDL-A	4	15	0.00
CDL-A	3	15	0.00
CDL-A	2	15	0.00
CDL-A	9	15	0.00
CDL-A	1	15	0.00
CDL-A	10	15	97.95
CDL-A	8	15	0.00
CDL-A	12	15	100.00
CDL-A	11	15	100.00
CDL-A	7	15	0.00
CDL-A	6	16	0.00
CDL-A	5	16	0.00
CDL-A	4	16	0.00
CDL-A	3	16	0.00
CDL-A	2	16	0.00
CDL-A	9	16	0.00
CDL-A	10	16	36.00
CDL-A	1	16	0.00
CDL-A	11	16	100.00
CDL-A	8	16	0.00
CDL-A	12	16	100.00
CDL-A	7	16	0.00
CDL-A	6	17	0.00
CDL-A	5	17	0.00
CDL-A	4	17	0.00
CDL-A	3	17	0.00
CDL-A	2	17	0.00
CDL-A	9	17	0.00
CDL-A	10	17	2.30
CDL-A	11	17	97.80
CDL-A	1	17	0.00
CDL-A	12	17	100.00
CDL-A	8	17	0.00
CDL-A	7	17	0.00
CDL-A	6	18	0.00
CDL-A	5	18	0.00
CDL-A	4	18	0.00
CDL-A	3	18	0.00
CDL-A	2	18	0.00
CDL-A	11	18	37.45
CDL-A	9	18	0.00
CDL-A	10	18	0.05
CDL-A	12	18	100.00
CDL-A	1	18	0.00
CDL-A	8	18	0.00
CDL-A	7	18	0.00
CDL-A	6	19	0.00
CDL-A	5	19	0.00
CDL-A	4	19	0.00
CDL-A	3	19	0.00
CDL-A	2	19	0.00
CDL-A	11	19	2.30
CDL-A	12	19	98.15
CDL-A	10	19	0.00
CDL-A	9	19	0.00
CDL-A	1	19	0.00
CDL-A	8	19	0.00
CDL-A	7	19	0.00
CDL-A	6	20	0.00
CDL-A	5	20	0.00
CDL-A	4	20	0.00
CDL-A	3	20	0.00
CDL-A	2	20	0.00
CDL-A	12	20	41.85
CDL-A	11	20	0.15
CDL-A	10	20	0.00
CDL-A	9	20	0.00
CDL-A	1	20	0.00
CDL-A	8	20	0.00
CDL-A	7	20	0.00
CDL-B	5	11	100.00
CDL-B	4	11	100.00
CDL-B	6	11	100.00
CDL-B	3	11	100.00
CDL-B	2	11	100.00
CDL-B	1	11	99.05
CDL-B	9	11	100.00
CDL-B	11	11	100.00
CDL-B	10	11	100.00
CDL-B	8	11	100.00
CDL-B	12	11	100.00
CDL-B	7	11	100.00
CDL-B	5	12	100.00
CDL-B	4	12	100.00
CDL-B	6	12	100.00
CDL-B	3	12	100.00
CDL-B	2	12	100.00
CDL-B	1	12	99.90
CDL-B	9	12	100.00
CDL-B	11	12	100.00
CDL-B	8	12	100.00
CDL-B	10	12	100.00
CDL-B	12	12	100.00
CDL-B	7	12	100.00
CDL-B	5	13	100.00
CDL-B	6	13	100.00
CDL-B	4	13	100.00
CDL-B	3	13	100.00
CDL-B	2	13	100.00
CDL-B	1	13	100.00
CDL-B	9	13	100.00
CDL-B	11	13	100.00
CDL-B	8	13	100.00
CDL-B	10	13	100.00
CDL-B	12	13	100.00
CDL-B	7	13	100.00
CDL-B	5	14	100.00
CDL-B	6	14	100.00
CDL-B	4	14	100.00
CDL-B	3	14	100.00
CDL-B	2	14	100.00
CDL-B	1	14	100.00
CDL-B	9	14	100.00
